Ativo,Estrategia,Original_Signal,Executed_Dir,Entry_Date,Date,Entry_Price,Exit_Price,Hold_Days,Exit_Reason,Metric,PNL,Return_%
COGN3,OU_MR,Buy,Sell,2024-12-18,2024-12-26,0.92,0.9,5,Time Exit,HL:5.0,1086.96,2.17
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-12-23,2024-12-26,117.7,117.96,1,Daily Cash MtM,Beta,639.98,0.2209
PSSA3,OU_MR,Sell,Buy,2024-12-06,2024-12-26,35.88,33.29,13,Time Exit,HL:13.9,-3609.25,-7.22
CBAV3,OU_MR,Buy,Sell,2024-12-23,2024-12-27,4.95,4.69,3,Time Exit,HL:4.0,2626.26,5.25
HBRE3,VWAP_Divergence,Buy,Sell,2024-12-19,2024-12-27,1.87,1.93,5,Time Exit,Div:-20.1%,-1604.28,-3.21
BEEF3,OU_MR,Buy,Sell,2024-12-20,2024-12-27,5.35,5.04,4,Time Exit,HL:4.2,2897.2,5.79
GMAT3,Keltner_Squeeze,Sell,Buy,2024-12-17,2024-12-27,6.49,6.26,7,Time Exit,SqueezeBrk_Dn,-1771.96,-3.54
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-12-26,2024-12-27,117.96,117.26,1,Daily Cash MtM,Beta,-1121.29,-0.5934
AURE3,OU_MR,Buy,Sell,2024-12-16,2024-12-27,9.06,8.64,8,Time Exit,HL:8.3,2317.88,4.64
CMIN3,OU_MR,Sell,Buy,2024-12-13,2024-12-27,5.08,4.57,9,Stop Loss,HL:9.0,-5019.69,-10.04
CSMG3,OU_MR,Buy,Sell,2024-12-16,2024-12-27,20.64,18.67,8,Time Exit,HL:8.5,4772.29,9.54
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-12-27,2024-12-30,117.26,117.27,1,Daily Cash MtM,Beta,29.15,0.0085
AZZA3,VWAP_Divergence,Buy,Sell,2024-12-20,2024-12-30,26.97,26.89,5,Time Exit,Div:-15.9%,148.31,0.3
BRAP4,OU_MR,Buy,Sell,2024-12-23,2024-12-30,14.24,13.99,4,Time Exit,HL:4.7,877.81,1.76
BRAV3,OU_MR,Buy,Sell,2024-12-27,2024-12-30,20.86,22.96,2,Stop Loss,HL:10.1,-5033.56,-10.07
CMIG4,OU_MR,Buy,Sell,2024-12-27,2024-12-30,9.32,9.35,2,Time Exit,HL:2.1,-160.94,-0.32
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-12-30,2025-01-02,117.27,117.1,1,Daily Cash MtM,Beta,-272.4,-0.145
BBAS3,OU_MR,Buy,Sell,2024-12-18,2025-01-02,23.02,22.58,8,Time Exit,HL:8.6,955.69,1.91
IRBR3,OU_MR,Sell,Buy,2024-12-30,2025-01-02,42.9,44.02,2,Time Exit,HL:2.7,1305.36,2.61
BEEF3,OU_MR,Buy,Sell,2024-12-30,2025-01-03,5.04,4.63,3,Time Exit,HL:3.6,4067.46,8.13
MEAL3,VWAP_Divergence,Buy,Sell,2024-12-26,2025-01-03,0.98,0.97,5,Time Exit,Div:-14.4%,510.2,1.02
HYPE3,Vol_Climax,Sell,Buy,2024-12-26,2025-01-03,17.03,16.84,5,Time Exit,Vz:3.3,-557.84,-1.12
AERI3,VWAP_Divergence,Buy,Sell,2025-01-03,2025-01-03,6.94,7.64,1,Stop Loss,Div:-25.4%,-5043.23,-10.09
CAML3,VWAP_Divergence,Buy,Sell,2024-12-26,2025-01-03,5.68,5.21,5,Time Exit,Div:-9.8%,4137.32,8.27
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-01-02,2025-01-03,117.1,115.45,1,Daily Cash MtM,Beta,-1266.74,-1.4091
DASA3,VWAP_Divergence,Buy,Sell,2024-12-26,2025-01-03,2.05,1.92,5,Time Exit,Div:-11.5%,3170.73,6.34
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-01-03,2025-01-06,115.45,117.07,1,Daily Cash MtM,Beta,4138.31,1.4032
GRND3,OU_MR,Buy,Sell,2025-01-03,2025-01-06,3.54,3.74,2,Time Exit,HL:2.4,-2824.86,-5.65
GMAT3,OU_MR,Buy,Sell,2025-01-02,2025-01-07,6.1,5.99,4,Time Exit,HL:5.0,901.64,1.8
PSSA3,OU_MR,Buy,Sell,2024-12-30,2025-01-07,33.22,33.99,5,Time Exit,HL:5.0,-1158.94,-2.32
IRBR3,OU_MR,Sell,Buy,2025-01-06,2025-01-07,42.07,44.14,2,Time Exit,HL:2.6,2460.19,4.92
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-01-06,2025-01-07,117.07,118.15,1,Daily Cash MtM,Beta,1349.02,0.9225
CSMG3,VWAP_Divergence,Buy,Sell,2024-12-30,2025-01-07,18.65,19.23,5,Time Exit,Div:-11.4%,-1554.96,-3.11
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-01-07,2025-01-08,118.15,116.67,1,Daily Cash MtM,Beta,-2483.1,-1.2526
GGBR4,OU_MR,Buy,Sell,2024-12-23,2025-01-08,18.49,16.89,9,Time Exit,HL:9.1,4326.66,8.65
CSNA3,OU_MR,Buy,Sell,2024-12-26,2025-01-08,8.91,7.8,8,Take Profit,HL:9.0,6228.96,12.46
ALUP11,OU_MR,Buy,Sell,2024-12-27,2025-01-08,24.4,24.77,7,Time Exit,HL:7.6,-758.2,-1.52
RAIL3,OU_MR,Buy,Sell,2025-01-02,2025-01-08,17.01,17.26,5,Time Exit,HL:5.6,-734.86,-1.47
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-01-08,2025-01-09,116.67,116.82,1,Daily Cash MtM,Beta,263.32,0.1286
CBAV3,OU_MR,Buy,Sell,2024-12-30,2025-01-09,4.69,4.66,7,Time Exit,HL:7.7,319.83,0.64
BEEF3,OU_MR,Buy,Sell,2025-01-06,2025-01-09,4.69,4.98,4,Time Exit,HL:4.2,-3091.68,-6.18
ENEV3,Vol_Climax,Buy,Sell,2025-01-06,2025-01-10,10.49,10.7,5,Time Exit,Vz:3.7,-1000.95,-2.0
BRAV3,Keltner_Squeeze,Buy,Sell,2025-01-02,2025-01-10,24.34,24.93,7,Time Exit,SqueezeBrk_Up,-1212.0,-2.42
RADL3,OU_MR,Buy,Sell,2025-01-02,2025-01-10,20.85,20.02,7,Time Exit,HL:7.8,1990.41,3.98
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-01-09,2025-01-10,116.82,115.96,1,Daily Cash MtM,Beta,-753.1,-0.7362
GOAU4,OU_MR,Buy,Sell,2024-12-27,2025-01-10,7.57,6.73,9,Time Exit,HL:9.5,5548.22,11.1
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-01-10,2025-01-13,115.96,116.02,1,Daily Cash MtM,Beta,158.78,0.0517
SBFG3,OU_MR,Sell,Buy,2025-01-09,2025-01-13,11.25,10.12,3,Stop Loss,HL:12.7,-5022.22,-10.04
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-01-13,2025-01-14,116.02,116.46,1,Daily Cash MtM,Beta,1334.98,0.3792
BRBI11,OU_MR,Buy,Sell,2025-01-07,2025-01-14,11.38,11.38,6,Time Exit,HL:6.8,0.0,0.0
ALPA4,OU_MR,Sell,Buy,2025-01-08,2025-01-14,5.59,5.14,5,Time Exit,HL:5.5,-4025.04,-8.05
PRIO3,OU_MR,Sell,Buy,2025-01-14,2025-01-15,42.43,42.98,2,Time Exit,HL:2.7,648.13,1.3
CMIG4,OU_MR,Buy,Sell,2025-01-14,2025-01-15,8.83,8.92,2,Time Exit,HL:2.4,-509.63,-1.02
PGMN3,OU_MR,Sell,Buy,2025-01-09,2025-01-15,2.95,3.02,5,Time Exit,HL:5.1,1186.44,2.37
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-01-14,2025-01-15,116.46,119.57,1,Daily Cash MtM,Beta,3987.46,2.6704
POMO4,OU_MR,Buy,Sell,2024-12-30,2025-01-15,5.65,6.22,11,Stop Loss,HL:13.9,-5044.25,-10.09
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-01-15,2025-01-16,119.57,118.33,1,Daily Cash MtM,Beta,-3106.85,-1.037
KLBN11,Keltner_Squeeze,Sell,Buy,2025-01-08,2025-01-16,20.37,19.41,7,Time Exit,SqueezeBrk_Dn,-2356.41,-4.71
RAPT4,OU_MR,Buy,Sell,2025-01-09,2025-01-16,9.4,8.23,6,Time Exit,HL:6.7,6223.4,12.45
CPLE3,OU_MR,Buy,Sell,2025-01-14,2025-01-16,7.4,7.6,3,Time Exit,HL:3.4,-1351.35,-2.7
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-01-16,2025-01-17,118.33,119.25,1,Daily Cash MtM,Beta,2713.39,0.7775
HBSA3,OU_MR,Sell,Buy,2025-01-16,2025-01-20,3.15,2.83,3,Stop Loss,HL:7.8,-5079.37,-10.16
CMIG4,OU_MR,Buy,Sell,2025-01-16,2025-01-20,8.92,8.91,3,Time Exit,HL:3.1,56.05,0.11
IRBR3,VWAP_Divergence,Sell,Buy,2025-01-14,2025-01-20,47.75,51.31,5,Time Exit,Div:9.9%,3727.75,7.46
CEAB3,OU_MR,Buy,Sell,2024-12-30,2025-01-20,7.81,7.8,14,Time Exit,HL:14.7,64.02,0.13
SLCE3,OU_MR,Buy,Sell,2025-01-06,2025-01-20,13.95,14.75,11,Time Exit,HL:11.0,-2867.38,-5.73
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-01-17,2025-01-20,119.25,119.81,1,Daily Cash MtM,Beta,8.02,0.4696
CAML3,Vol_Climax,Buy,Sell,2025-01-14,2025-01-20,4.6,4.43,5,Time Exit,Vz:4.2,1847.83,3.7
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-01-20,2025-01-21,119.81,120.3,1,Daily Cash MtM,Beta,1224.77,0.409
PCAR3,OU_MR,Sell,Buy,2025-01-08,2025-01-21,2.82,2.78,10,Time Exit,HL:10.4,-709.22,-1.42
B3SA3,OU_MR,Buy,Sell,2025-01-14,2025-01-21,9.33,9.88,6,Time Exit,HL:6.4,-2947.48,-5.89
AXIA6,OU_MR,Sell,Buy,2025-01-17,2025-01-22,28.17,28.59,4,Time Exit,HL:4.3,745.47,1.49
CPFE3,OU_MR,Sell,Buy,2025-01-21,2025-01-22,33.32,33.05,2,Time Exit,HL:2.9,-405.16,-0.81
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-01-21,2025-01-22,120.3,119.92,1,Daily Cash MtM,Beta,-306.51,-0.3159
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-01-22,2025-01-23,119.92,119.49,1,Daily Cash MtM,Beta,-348.06,-0.3586
BRSR6,OU_MR,Buy,Sell,2025-01-07,2025-01-23,8.47,8.65,13,Time Exit,HL:13.1,-1062.57,-2.13
AXIA3,OU_MR,Sell,Buy,2025-01-17,2025-01-23,31.6,31.8,5,Time Exit,HL:6.0,316.46,0.63
BBAS3,OU_MR,Sell,Buy,2025-01-17,2025-01-23,24.02,25.21,5,Time Exit,HL:5.2,2477.1,4.95
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-01-23,2025-01-24,119.49,119.45,1,Daily Cash MtM,Beta,-49.7,-0.0335
BRAP4,OU_MR,Buy,Sell,2025-01-07,2025-01-24,13.57,13.75,14,Time Exit,HL:14.2,-663.23,-1.33
BBDC4,Keltner_Squeeze,Buy,Sell,2025-01-17,2025-01-27,10.56,10.41,7,Time Exit,SqueezeBrk_Up,710.23,1.42
BBDC3,Keltner_Squeeze,Buy,Sell,2025-01-17,2025-01-27,9.7,9.57,7,Time Exit,SqueezeBrk_Up,670.1,1.34
BBSE3,Keltner_Squeeze,Buy,Sell,2025-01-17,2025-01-27,30.97,31.98,7,Time Exit,SqueezeBrk_Up,-1630.61,-3.26
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-01-24,2025-01-27,119.45,121.87,1,Daily Cash MtM,Beta,967.14,2.026
LAVV3,OU_MR,Buy,Sell,2025-01-08,2025-01-27,5.81,6.39,14,Stop Loss,HL:14.7,-4991.39,-9.98
AXIA6,OU_MR,Sell,Buy,2025-01-23,2025-01-27,28.59,29.25,3,Time Exit,HL:3.2,1154.25,2.31
BEEF3,OU_MR,Buy,Sell,2025-01-27,2025-01-28,4.33,4.77,2,Stop Loss,HL:13.2,-5080.83,-10.16
BRKM5,VWAP_Divergence,Sell,Buy,2025-01-22,2025-01-28,14.26,14.59,5,Time Exit,Div:14.1%,1157.08,2.31
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-01-27,2025-01-28,121.87,121.03,1,Daily Cash MtM,Beta,-1686.05,-0.6893
MRVE3,OU_MR,Sell,Buy,2025-01-09,2025-01-28,5.26,5.42,14,Time Exit,HL:14.8,1520.91,3.04
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-01-28,2025-01-29,121.03,120.17,1,Daily Cash MtM,Beta,-998.55,-0.7106
LWSA3,Keltner_Squeeze,Sell,Buy,2025-01-21,2025-01-29,2.89,2.97,7,Time Exit,SqueezeBrk_Dn,1384.08,2.77
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-01-29,2025-01-30,120.17,123.95,1,Daily Cash MtM,Beta,1286.96,3.1455
AXIA3,OU_MR,Sell,Buy,2025-01-29,2025-01-30,32.92,33.28,2,Time Exit,HL:3.0,546.78,1.09
BBAS3,OU_MR,Sell,Buy,2025-01-24,2025-01-31,25.22,26.11,6,Time Exit,HL:6.5,1764.47,3.53
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-01-30,2025-01-31,123.95,123.0,1,Daily Cash MtM,Beta,-327.63,-0.7664
SAPR11,OU_MR,Buy,Sell,2025-01-15,2025-01-31,24.11,24.37,13,Time Exit,HL:13.4,-539.2,-1.08
COGN3,OU_MR,Sell,Buy,2025-01-21,2025-01-31,1.08,1.2,9,Time Exit,HL:9.4,5555.56,11.11
ASAI3,OU_MR,Sell,Buy,2025-01-22,2025-01-31,6.07,6.83,8,Take Profit,HL:14.1,6260.3,12.52
HBOR3,Keltner_Squeeze,Buy,Sell,2025-01-23,2025-01-31,1.33,1.44,7,Time Exit,SqueezeBrk_Up,-4135.34,-8.27
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-01-31,2025-02-03,123.0,122.64,1,Daily Cash MtM,Beta,-735.59,-0.2927
BPAC11,OU_MR,Sell,Buy,2025-01-17,2025-02-03,29.62,31.12,12,Time Exit,HL:12.5,2532.07,5.06
CXSE3,OU_MR,Sell,Buy,2025-01-28,2025-02-03,13.67,13.7,5,Time Exit,HL:5.3,109.73,0.22
PLPL3,Vol_Climax,Sell,Buy,2025-01-28,2025-02-03,9.5,9.56,5,Time Exit,Vz:3.7,315.79,0.63
AXIA3,OU_MR,Sell,Buy,2025-02-03,2025-02-04,32.91,32.92,2,Time Exit,HL:2.2,15.19,0.03
AXIA6,OU_MR,Sell,Buy,2025-02-03,2025-02-04,29.03,29.18,2,Time Exit,HL:2.1,258.35,0.52
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-02-03,2025-02-04,122.64,121.91,1,Daily Cash MtM,Beta,-913.97,-0.5952
AURE3,Vol_Climax,Sell,Buy,2025-01-29,2025-02-04,7.84,8.07,5,Time Exit,Vz:3.1,1466.84,2.93
DIRR3,OU_MR,Sell,Buy,2025-01-28,2025-02-05,7.91,8.42,7,Time Exit,HL:7.7,3223.77,6.45
MBRF3,OU_MR,Buy,Sell,2025-01-21,2025-02-05,15.57,15.0,12,Time Exit,HL:12.2,1830.44,3.66
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-02-04,2025-02-05,121.91,122.37,1,Daily Cash MtM,Beta,582.49,0.3773
IRBR3,OU_MR,Sell,Buy,2025-01-21,2025-02-05,51.07,51.4,12,Time Exit,HL:13.0,323.09,0.65
ITUB4,OU_MR,Sell,Buy,2025-01-21,2025-02-05,25.16,26.27,12,Time Exit,HL:12.3,2205.88,4.41
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-02-05,2025-02-06,122.37,123.16,1,Daily Cash MtM,Beta,1372.12,0.6456
LOGG3,OU_MR,Buy,Sell,2025-01-28,2025-02-06,15.17,16.7,8,Stop Loss,HL:14.7,-5042.85,-10.09
ALOS3,Keltner_Squeeze,Buy,Sell,2025-01-29,2025-02-06,17.33,17.56,7,Time Exit,SqueezeBrk_Up,-663.59,-1.33
B3SA3,OU_MR,Sell,Buy,2025-02-03,2025-02-06,10.68,10.68,4,Time Exit,HL:4.9,0.0,0.0
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-02-06,2025-02-07,123.16,121.48,1,Daily Cash MtM,Beta,-2158.05,-1.3641
CMIG4,OU_MR,Sell,Buy,2025-02-05,2025-02-07,9.39,9.24,3,Time Exit,HL:4.0,-798.72,-1.6
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-02-07,2025-02-10,121.48,122.55,1,Daily Cash MtM,Beta,486.63,0.8808
ENEV3,OU_MR,Sell,Buy,2025-02-05,2025-02-11,11.74,12.08,5,Time Exit,HL:5.3,1448.04,2.9
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-02-10,2025-02-11,122.55,123.45,1,Daily Cash MtM,Beta,42.12,0.7344
BHIA3,OU_MR,Sell,Buy,2025-01-24,2025-02-11,3.44,3.09,13,Stop Loss,HL:14.8,-5087.21,-10.17
CVCB3,OU_MR,Sell,Buy,2025-01-24,2025-02-11,1.85,1.94,13,Time Exit,HL:13.7,2432.43,4.86
CURY3,VWAP_Divergence,Sell,Buy,2025-02-05,2025-02-11,18.8,20.01,5,Time Exit,Div:11.1%,3218.09,6.44
EVEN3,OU_MR,Sell,Buy,2025-02-06,2025-02-11,5.53,5.58,4,Time Exit,HL:4.9,452.08,0.9
BBDC3,OU_MR,Sell,Buy,2025-02-04,2025-02-12,9.86,9.53,7,Time Exit,HL:7.8,-1673.43,-3.35
AMAR3,OU_MR,Sell,Buy,2025-02-04,2025-02-12,1.19,1.13,7,Time Exit,HL:7.7,-2521.01,-5.04
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-02-11,2025-02-12,123.45,121.25,1,Daily Cash MtM,Beta,-4602.1,-1.7821
ANIM3,OU_MR,Sell,Buy,2025-01-28,2025-02-12,1.93,2.02,12,Time Exit,HL:12.5,2331.61,4.66
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-02-12,2025-02-13,121.25,121.68,1,Daily Cash MtM,Beta,892.9,0.3546
EGIE3,OU_MR,Sell,Buy,2025-01-30,2025-02-13,25.21,24.54,11,Time Exit,HL:11.8,-1328.84,-2.66
ASAI3,OU_MR,Sell,Buy,2025-02-03,2025-02-13,6.62,7.19,9,Time Exit,HL:9.4,4305.14,8.61
ENGI11,OU_MR,Sell,Buy,2025-02-06,2025-02-13,34.18,34.08,6,Time Exit,HL:6.2,-146.28,-0.29
ARML3,Vol_Climax,Buy,Sell,2025-02-07,2025-02-13,3.72,3.58,5,Time Exit,Vz:2.7,1881.72,3.76
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-02-13,2025-02-14,121.68,124.87,1,Daily Cash MtM,Beta,5436.76,2.6216
CASH3,OU_MR,Sell,Buy,2025-02-06,2025-02-14,3.66,3.87,7,Time Exit,HL:7.8,2868.85,5.74
DIRR3,OU_MR,Sell,Buy,2025-02-06,2025-02-14,8.35,8.97,7,Time Exit,HL:7.7,3712.57,7.43
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-02-14,2025-02-17,124.87,125.25,1,Daily Cash MtM,Beta,363.35,0.3043
BRAV3,OU_MR,Buy,Sell,2025-01-31,2025-02-17,22.32,20.38,12,Time Exit,HL:13.0,4345.88,8.69
BBDC4,OU_MR,Sell,Buy,2025-02-04,2025-02-17,10.83,10.98,10,Time Exit,HL:10.6,692.52,1.39
CSMG3,Keltner_Squeeze,Buy,Sell,2025-02-07,2025-02-17,21.23,22.57,7,Time Exit,SqueezeBrk_Up,-3155.91,-6.31
ALPA4,Keltner_Squeeze,Buy,Sell,2025-02-10,2025-02-17,5.37,5.91,6,Stop Loss,SqueezeBrk_Up,-5027.93,-10.06
ONCO3,OU_MR,Buy,Sell,2025-02-12,2025-02-17,1.92,2.11,4,Stop Loss,HL:6.3,-4947.92,-9.9
GGBR4,Vol_Climax,Sell,Buy,2025-02-12,2025-02-18,16.84,16.72,5,Time Exit,Vz:2.6,-356.29,-0.71
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-02-17,2025-02-18,125.25,125.3,1,Daily Cash MtM,Beta,104.46,0.0399
GRND3,OU_MR,Buy,Sell,2025-02-14,2025-02-19,4.0,4.02,4,Time Exit,HL:4.4,-250.0,-0.5
HAPV3,OU_MR,Sell,Buy,2025-02-13,2025-02-19,34.82,36.43,5,Time Exit,HL:5.0,2311.89,4.62
ABCB4,Vol_Climax,Buy,Sell,2025-02-13,2025-02-19,18.11,18.08,5,Time Exit,Vz:3.2,82.83,0.17
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-02-18,2025-02-19,125.3,124.01,1,Daily Cash MtM,Beta,-632.31,-1.0295
DXCO3,OU_MR,Buy,Sell,2025-02-07,2025-02-19,5.43,5.47,9,Time Exit,HL:9.6,-368.32,-0.74
AZZA3,OU_MR,Sell,Buy,2025-02-03,2025-02-19,30.87,28.72,13,Time Exit,HL:13.9,-3482.35,-6.96
YDUQ3,OU_MR,Sell,Buy,2025-02-12,2025-02-19,10.28,10.48,6,Time Exit,HL:6.9,972.76,1.95
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-02-19,2025-02-20,124.01,124.47,1,Daily Cash MtM,Beta,1150.1,0.3709
HYPE3,OU_MR,Sell,Buy,2025-02-13,2025-02-20,18.14,18.8,6,Time Exit,HL:6.4,1819.18,3.64
BRKM5,VWAP_Divergence,Buy,Sell,2025-02-14,2025-02-20,13.14,13.05,5,Time Exit,Div:-9.2%,342.47,0.68
COGN3,VWAP_Divergence,Sell,Buy,2025-02-14,2025-02-20,1.39,1.45,5,Time Exit,Div:13.8%,2158.27,4.32
ITSA4,Vol_Climax,Buy,Sell,2025-02-14,2025-02-20,7.89,7.98,5,Time Exit,Vz:2.5,-570.34,-1.14
CASH3,VWAP_Divergence,Buy,Sell,2025-02-20,2025-02-21,3.17,3.49,2,Stop Loss,Div:-8.1%,-5047.32,-10.09
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-02-20,2025-02-21,124.47,123.94,1,Daily Cash MtM,Beta,-915.27,-0.4258
MBRF3,OU_MR,Buy,Sell,2025-02-17,2025-02-21,14.53,13.8,5,Time Exit,HL:5.4,2512.04,5.02
AXIA3,OU_MR,Sell,Buy,2025-02-18,2025-02-21,35.27,34.27,4,Time Exit,HL:4.9,-1417.64,-2.84
ONCO3,OU_MR,Sell,Buy,2025-02-21,2025-02-21,4.5,5.06,1,Take Profit,HL:4.1,6222.22,12.44
CXSE3,OU_MR,Sell,Buy,2025-02-20,2025-02-24,14.12,14.25,3,Time Exit,HL:3.6,460.34,0.92
BBAS3,Vol_Climax,Sell,Buy,2025-02-18,2025-02-24,27.4,26.24,5,Time Exit,Vz:2.7,-2116.79,-4.23
MLAS3,OU_MR,Sell,Buy,2025-02-20,2025-02-24,1.26,1.13,3,Stop Loss,HL:5.1,-5158.73,-10.32
FLRY3,OU_MR,Sell,Buy,2025-02-13,2025-02-24,10.61,10.35,8,Time Exit,HL:8.1,-1225.26,-2.45
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2025-02-21,2025-02-24,123.94,122.49,1,Daily Cash MtM,Beta,-2530.61,-1.1699
ANIM3,OU_MR,Sell,Buy,2025-02-18,2025-02-24,2.28,2.05,5,Stop Loss,HL:8.1,-5043.86,-10.09
