Ativo,Estrategia,Original_Signal,Executed_Dir,Entry_Date,Date,Entry_Price,Exit_Price,Hold_Days,Exit_Reason,Metric,PNL,Return_%
LAVV3,OU_MR,Sell,Buy,2023-12-13,2023-12-19,5.87,6.23,5,Time Exit,HL:5.1,3066.44,6.13
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2023-12-19,2023-12-20,128.05,126.82,1,Daily Cash MtM,Beta,-1492.31,-0.9606
HAPV3,OU_MR,Buy,Sell,2023-12-14,2023-12-20,68.52,65.13,5,Time Exit,HL:5.6,2473.73,4.95
CBAV3,OU_MR,Sell,Buy,2023-12-15,2023-12-20,4.6,4.46,4,Time Exit,HL:4.8,-1521.74,-3.04
DXCO3,OU_MR,Sell,Buy,2023-12-15,2023-12-20,6.98,7.1,4,Time Exit,HL:4.4,859.6,1.72
BHIA3,OU_MR,Buy,Sell,2023-12-19,2023-12-20,10.27,11.3,2,Stop Loss,HL:2.7,-5014.61,-10.03
B3SA3,VWAP_Divergence,Sell,Buy,2023-12-15,2023-12-21,13.66,13.26,5,Time Exit,Div:8.1%,-1464.13,-2.93
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2023-12-20,2023-12-21,126.82,128.35,1,Daily Cash MtM,Beta,3627.31,1.2064
BPAC11,OU_MR,Sell,Buy,2023-12-04,2023-12-21,32.82,34.5,14,Time Exit,HL:14.7,2559.41,5.12
EVEN3,VWAP_Divergence,Sell,Buy,2023-12-18,2023-12-22,5.95,6.23,5,Time Exit,Div:8.9%,2352.94,4.71
BBSE3,OU_MR,Sell,Buy,2023-12-20,2023-12-22,25.65,25.63,3,Time Exit,HL:3.1,-38.99,-0.08
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2023-12-21,2023-12-22,128.35,128.94,1,Daily Cash MtM,Beta,944.11,0.4597
CYRE3,VWAP_Divergence,Sell,Buy,2023-12-18,2023-12-22,20.35,20.78,5,Time Exit,Div:12.3%,1056.51,2.11
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2023-12-22,2023-12-26,128.94,129.65,1,Daily Cash MtM,Beta,1430.0,0.5506
ALOS3,Keltner_Squeeze,Buy,Sell,2023-12-15,2023-12-26,22.68,22.54,7,Time Exit,SqueezeBrk_Up,308.64,0.62
AXIA6,Keltner_Squeeze,Buy,Sell,2023-12-15,2023-12-26,30.96,31.52,7,Time Exit,SqueezeBrk_Up,-904.39,-1.81
CPLE3,Keltner_Squeeze,Buy,Sell,2023-12-15,2023-12-26,8.24,8.48,7,Time Exit,SqueezeBrk_Up,-1456.31,-2.91
FLRY3,Keltner_Squeeze,Buy,Sell,2023-12-15,2023-12-26,15.77,15.67,7,Time Exit,SqueezeBrk_Up,317.06,0.63
BMGB4,Vol_Climax,Sell,Buy,2023-12-19,2023-12-26,2.4,2.59,5,Time Exit,Vz:4.1,3958.33,7.92
BHIA3,OU_MR,Buy,Sell,2023-12-21,2023-12-26,10.98,10.95,3,Time Exit,HL:3.2,136.61,0.27
CASH3,OU_MR,Sell,Buy,2023-12-07,2023-12-27,7.65,7.99,14,Time Exit,HL:14.1,2222.22,4.44
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2023-12-26,2023-12-27,129.65,130.23,1,Daily Cash MtM,Beta,1849.79,0.4474
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2023-12-27,2023-12-28,130.23,130.39,1,Daily Cash MtM,Beta,205.87,0.1229
CURY3,OU_MR,Sell,Buy,2023-12-15,2023-12-28,14.19,14.16,9,Time Exit,HL:9.6,-105.71,-0.21
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2023-12-28,2024-01-02,130.39,128.76,1,Daily Cash MtM,Beta,-2095.94,-1.2501
CSAN3,OU_MR,Sell,Buy,2023-12-18,2024-01-02,18.02,18.56,9,Time Exit,HL:9.3,1498.34,3.0
DEXP3,Vol_Climax,Sell,Buy,2023-12-22,2024-01-02,9.01,8.65,5,Time Exit,Vz:4.2,-1997.78,-4.0
MLAS3,OU_MR,Sell,Buy,2023-12-27,2024-01-02,2.21,1.99,3,Stop Loss,HL:5.9,-4977.38,-9.95
BRAP4,Keltner_Squeeze,Buy,Sell,2023-12-21,2024-01-03,18.77,19.05,7,Time Exit,SqueezeBrk_Up,-745.87,-1.49
DIRR3,OU_MR,Sell,Buy,2023-12-15,2024-01-03,5.55,5.47,11,Time Exit,HL:12.0,-720.72,-1.44
CPFE3,Keltner_Squeeze,Buy,Sell,2023-12-21,2024-01-03,38.39,38.49,7,Time Exit,SqueezeBrk_Up,-130.24,-0.26
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-01-02,2024-01-03,128.76,128.99,1,Daily Cash MtM,Beta,464.61,0.1786
GGPS3,OU_MR,Sell,Buy,2023-12-13,2024-01-03,16.42,15.73,13,Time Exit,HL:13.6,-2101.1,-4.2
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-01-03,2024-01-04,128.99,127.35,1,Daily Cash MtM,Beta,-3901.43,-1.2714
DXCO3,OU_MR,Sell,Buy,2023-12-22,2024-01-04,7.3,6.57,7,Stop Loss,HL:7.6,-5000.0,-10.0
BBSE3,OU_MR,Sell,Buy,2023-12-26,2024-01-04,25.66,26.1,6,Time Exit,HL:6.7,857.37,1.71
BRKM5,OU_MR,Sell,Buy,2023-12-26,2024-01-04,21.56,20.66,6,Time Exit,HL:6.4,-2087.2,-4.17
CBAV3,OU_MR,Sell,Buy,2023-12-26,2024-01-04,5.0,4.89,6,Time Exit,HL:6.6,-1100.0,-2.2
HBRE3,VWAP_Divergence,Sell,Buy,2023-12-27,2024-01-04,3.83,3.58,5,Time Exit,Div:11.3%,-3263.71,-6.53
JHSF3,Vol_Climax,Sell,Buy,2023-12-27,2024-01-04,4.51,4.21,5,Time Exit,Vz:3.9,-3325.94,-6.65
MTRE3,VWAP_Divergence,Sell,Buy,2023-12-27,2024-01-04,4.73,4.25,5,Stop Loss,Div:23.3%,-5074.0,-10.15
CMIG4,OU_MR,Sell,Buy,2023-12-21,2024-01-05,6.32,6.61,9,Time Exit,HL:9.6,2294.3,4.59
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-01-04,2024-01-05,127.35,128.25,1,Daily Cash MtM,Beta,3066.87,0.7067
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-01-05,2024-01-08,128.25,128.57,1,Daily Cash MtM,Beta,347.63,0.2495
GOAU4,Keltner_Squeeze,Buy,Sell,2023-12-27,2024-01-08,7.42,7.34,7,Time Exit,SqueezeBrk_Up,539.08,1.08
LWSA3,OU_MR,Buy,Sell,2024-01-05,2024-01-08,4.93,5.31,2,Time Exit,HL:2.8,-3853.96,-7.71
PCAR3,OU_MR,Sell,Buy,2024-01-05,2024-01-09,4.4,3.96,3,Stop Loss,HL:8.6,-5000.0,-10.0
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-01-08,2024-01-09,128.57,127.59,1,Daily Cash MtM,Beta,-1420.47,-0.7622
BMOB3,OU_MR,Sell,Buy,2023-12-19,2024-01-09,11.32,11.3,13,Time Exit,HL:13.7,-88.34,-0.18
CMIN3,Keltner_Squeeze,Buy,Sell,2023-12-28,2024-01-09,6.27,6.12,7,Time Exit,SqueezeBrk_Up,1196.17,2.39
CVCB3,Vol_Climax,Buy,Sell,2024-01-03,2024-01-09,3.28,3.4,5,Time Exit,Vz:3.4,-1829.27,-3.66
EVEN3,VWAP_Divergence,Sell,Buy,2024-01-03,2024-01-09,6.23,6.12,5,Time Exit,Div:10.9%,-882.83,-1.77
FLRY3,Vol_Climax,Buy,Sell,2024-01-03,2024-01-09,15.01,14.8,5,Time Exit,Vz:3.0,699.53,1.4
PETR3,OU_MR,Sell,Buy,2024-01-05,2024-01-10,30.11,29.14,4,Time Exit,HL:4.8,-1610.76,-3.22
ABCB4,Vol_Climax,Buy,Sell,2024-01-04,2024-01-10,19.39,19.43,5,Time Exit,Vz:3.6,-103.15,-0.21
ALPA4,Keltner_Squeeze,Buy,Sell,2024-01-02,2024-01-10,8.52,7.8,7,Time Exit,SqueezeBrk_Up,4225.35,8.45
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-01-09,2024-01-10,127.59,126.94,1,Daily Cash MtM,Beta,-1930.93,-0.5094
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-01-10,2024-01-11,126.94,126.81,1,Daily Cash MtM,Beta,-235.15,-0.1024
ESPA3,OU_MR,Buy,Sell,2024-01-04,2024-01-11,1.12,1.05,6,Time Exit,HL:6.3,3125.0,6.25
MILS3,Vol_Climax,Sell,Buy,2024-01-05,2024-01-11,12.27,11.7,5,Time Exit,Vz:3.5,-2322.74,-4.65
AZZA3,OU_MR,Buy,Sell,2024-01-08,2024-01-11,53.57,56.01,4,Time Exit,HL:4.9,-2277.39,-4.55
BEEF3,OU_MR,Buy,Sell,2024-01-09,2024-01-11,6.94,6.79,3,Time Exit,HL:3.7,1080.69,2.16
KEPL3,OU_MR,Buy,Sell,2024-01-09,2024-01-11,8.58,8.35,3,Time Exit,HL:3.6,1340.33,2.68
TEND3,OU_MR,Buy,Sell,2024-01-10,2024-01-12,10.37,9.08,3,Take Profit,HL:10.9,6219.86,12.44
CEAB3,Keltner_Squeeze,Sell,Buy,2024-01-04,2024-01-12,6.85,6.81,7,Time Exit,SqueezeBrk_Dn,-291.97,-0.58
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-01-11,2024-01-12,126.81,127.23,1,Daily Cash MtM,Beta,1094.05,0.3312
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-01-12,2024-01-15,127.23,127.82,1,Daily Cash MtM,Beta,1100.62,0.4637
PETR4,OU_MR,Sell,Buy,2024-01-05,2024-01-15,28.49,28.26,7,Time Exit,HL:7.5,-403.65,-0.81
SLCE3,OU_MR,Buy,Sell,2024-01-12,2024-01-15,13.9,13.92,2,Time Exit,HL:2.5,-71.94,-0.14
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-01-15,2024-01-16,127.82,125.49,1,Daily Cash MtM,Beta,-3426.43,-1.8229
IRBR3,OU_MR,Buy,Sell,2023-12-27,2024-01-16,44.77,39.19,13,Take Profit,HL:13.5,6231.85,12.46
PINE4,VWAP_Divergence,Sell,Buy,2024-01-10,2024-01-16,3.65,4.07,5,Time Exit,Div:12.4%,5753.42,11.51
BEEF3,OU_MR,Buy,Sell,2024-01-15,2024-01-16,6.86,6.59,2,Time Exit,HL:2.9,1967.93,3.94
GGBR4,OU_MR,Buy,Sell,2024-01-11,2024-01-17,16.49,15.79,5,Time Exit,HL:5.9,2122.5,4.24
INTB3,OU_MR,Buy,Sell,2024-01-05,2024-01-17,18.03,18.69,9,Time Exit,HL:9.9,-1830.28,-3.66
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-01-16,2024-01-17,125.49,124.53,1,Daily Cash MtM,Beta,-1900.99,-0.765
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-01-17,2024-01-18,124.53,123.56,1,Daily Cash MtM,Beta,-1533.6,-0.7789
RAIL3,Keltner_Squeeze,Buy,Sell,2024-01-10,2024-01-18,22.41,20.78,7,Time Exit,SqueezeBrk_Up,3636.77,7.27
BRAV3,Keltner_Squeeze,Buy,Sell,2024-01-11,2024-01-18,28.62,31.5,6,Stop Loss,SqueezeBrk_Up,-5031.45,-10.06
CMIG3,OU_MR,Sell,Buy,2024-01-15,2024-01-18,9.27,9.22,4,Time Exit,HL:4.2,-269.69,-0.54
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-01-18,2024-01-19,123.56,123.84,1,Daily Cash MtM,Beta,552.22,0.2266
EZTC3,OU_MR,Buy,Sell,2024-01-04,2024-01-19,11.52,10.93,12,Time Exit,HL:12.5,2560.76,5.12
ODPV3,OU_MR,Sell,Buy,2024-01-10,2024-01-19,9.72,9.9,8,Time Exit,HL:8.0,925.93,1.85
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-01-19,2024-01-22,123.84,122.7,1,Daily Cash MtM,Beta,-1820.16,-0.9205
GRND3,OU_MR,Sell,Buy,2024-01-10,2024-01-22,4.79,4.51,9,Time Exit,HL:9.3,-2922.76,-5.85
AXIA3,Keltner_Squeeze,Buy,Sell,2024-01-12,2024-01-22,37.86,35.92,7,Time Exit,SqueezeBrk_Up,2562.07,5.12
SANB11,Keltner_Squeeze,Sell,Buy,2024-01-12,2024-01-22,26.45,26.19,7,Time Exit,SqueezeBrk_Dn,-491.49,-0.98
CAML3,Vol_Climax,Sell,Buy,2024-01-16,2024-01-22,7.77,7.65,5,Time Exit,Vz:3.4,-772.2,-1.54
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-01-22,2024-01-23,122.7,124.55,1,Daily Cash MtM,Beta,4437.04,1.5077
ASAI3,OU_MR,Sell,Buy,2024-01-10,2024-01-23,13.58,13.21,10,Time Exit,HL:10.1,-1362.3,-2.72
AXIA6,Keltner_Squeeze,Buy,Sell,2024-01-15,2024-01-23,32.3,30.99,7,Time Exit,SqueezeBrk_Up,2027.86,4.06
BEEF3,OU_MR,Buy,Sell,2024-01-19,2024-01-23,6.57,6.94,3,Time Exit,HL:3.5,-2815.83,-5.63
ALPA4,OU_MR,Buy,Sell,2024-01-19,2024-01-24,6.99,7.21,4,Time Exit,HL:4.3,-1573.68,-3.15
BLAU3,OU_MR,Buy,Sell,2024-01-23,2024-01-24,8.72,8.91,2,Time Exit,HL:2.9,-1089.45,-2.18
CPFE3,Keltner_Squeeze,Sell,Buy,2024-01-16,2024-01-24,37.58,36.08,7,Time Exit,SqueezeBrk_Dn,-1995.74,-3.99
CMIG4,OU_MR,Sell,Buy,2024-01-11,2024-01-24,6.95,6.65,10,Time Exit,HL:10.7,-2158.27,-4.32
MEAL3,OU_MR,Buy,Sell,2024-01-05,2024-01-24,1.76,1.84,14,Time Exit,HL:14.3,-2272.73,-4.55
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-01-23,2024-01-24,124.55,123.97,1,Daily Cash MtM,Beta,-1148.22,-0.4657
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-01-24,2024-01-25,123.97,124.46,1,Daily Cash MtM,Beta,1329.37,0.3953
GOAU4,OU_MR,Buy,Sell,2024-01-12,2024-01-25,6.86,6.88,10,Time Exit,HL:10.6,-145.77,-0.29
ANIM3,Keltner_Squeeze,Buy,Sell,2024-01-17,2024-01-25,3.83,3.83,7,Time Exit,SqueezeBrk_Up,0.0,0.0
BBAS3,Keltner_Squeeze,Buy,Sell,2024-01-17,2024-01-25,24.29,24.64,7,Time Exit,SqueezeBrk_Up,-720.46,-1.44
AZZA3,OU_MR,Buy,Sell,2024-01-22,2024-01-25,51.67,50.66,4,Time Exit,HL:4.7,977.36,1.95
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-01-25,2024-01-26,124.46,125.08,1,Daily Cash MtM,Beta,1433.55,0.4982
ALOS3,OU_MR,Buy,Sell,2024-01-22,2024-01-26,20.76,20.84,5,Time Exit,HL:5.5,-192.68,-0.39
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-01-26,2024-01-29,125.08,124.75,1,Daily Cash MtM,Beta,-366.76,-0.2638
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-01-29,2024-01-30,124.75,123.57,1,Daily Cash MtM,Beta,-838.49,-0.9459
EQTL3,OU_MR,Buy,Sell,2024-01-25,2024-01-30,31.68,31.95,4,Time Exit,HL:4.9,-426.14,-0.85
BHIA3,OU_MR,Buy,Sell,2024-01-26,2024-01-30,8.94,7.83,3,Take Profit,HL:14.8,6208.05,12.42
AZZA3,OU_MR,Buy,Sell,2024-01-26,2024-01-31,51.0,56.13,4,Stop Loss,HL:6.4,-5029.41,-10.06
CXSE3,VWAP_Divergence,Sell,Buy,2024-01-25,2024-01-31,12.36,11.82,5,Time Exit,Div:8.2%,-2184.47,-4.37
BEEF3,Vol_Climax,Sell,Buy,2024-01-25,2024-01-31,6.94,6.66,5,Time Exit,Vz:2.6,-2017.29,-4.03
CSED3,VWAP_Divergence,Buy,Sell,2024-01-25,2024-01-31,3.79,3.45,5,Time Exit,Div:-8.0%,4485.49,8.97
BBSE3,Keltner_Squeeze,Buy,Sell,2024-01-23,2024-01-31,26.66,26.33,7,Time Exit,SqueezeBrk_Up,618.9,1.24
ENEV3,OU_MR,Buy,Sell,2024-01-17,2024-01-31,12.58,12.77,11,Time Exit,HL:11.9,-755.17,-1.51
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-01-30,2024-01-31,123.57,123.95,1,Daily Cash MtM,Beta,595.32,0.3075
ENGI11,OU_MR,Buy,Sell,2024-01-23,2024-01-31,40.95,41.59,7,Time Exit,HL:7.3,-781.44,-1.56
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-01-31,2024-02-01,123.95,124.56,1,Daily Cash MtM,Beta,2158.11,0.4921
ABEV3,OU_MR,Buy,Sell,2024-01-18,2024-02-01,11.18,10.91,11,Time Exit,HL:11.8,1207.51,2.42
CURY3,OU_MR,Sell,Buy,2024-01-23,2024-02-01,14.56,14.57,8,Time Exit,HL:8.4,34.34,0.07
CVCB3,OU_MR,Buy,Sell,2024-01-31,2024-02-02,2.87,3.16,3,Stop Loss,HL:5.5,-5052.26,-10.1
COGN3,OU_MR,Buy,Sell,2024-01-24,2024-02-02,2.67,2.34,8,Take Profit,HL:12.1,6179.78,12.36
BLAU3,VWAP_Divergence,Buy,Sell,2024-01-29,2024-02-02,8.72,8.09,5,Time Exit,Div:-9.7%,3612.39,7.22
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-02-01,2024-02-02,124.56,123.58,1,Daily Cash MtM,Beta,-1509.97,-0.7868
AURE3,OU_MR,Buy,Sell,2024-01-18,2024-02-02,12.75,12.39,12,Time Exit,HL:12.8,1411.76,2.82
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-02-02,2024-02-05,123.58,123.86,1,Daily Cash MtM,Beta,671.93,0.2266
BRAP4,OU_MR,Buy,Sell,2024-01-19,2024-02-05,17.38,16.39,12,Time Exit,HL:12.2,2848.1,5.7
CBAV3,OU_MR,Buy,Sell,2024-01-24,2024-02-05,4.15,3.82,9,Time Exit,HL:9.5,3975.9,7.95
CPFE3,OU_MR,Buy,Sell,2024-01-25,2024-02-05,36.09,35.93,8,Time Exit,HL:8.0,221.67,0.44
LJQQ3,OU_MR,Buy,Sell,2024-01-26,2024-02-05,4.81,4.47,7,Time Exit,HL:7.6,3534.3,7.07
CEAB3,OU_MR,Sell,Buy,2024-01-31,2024-02-05,6.45,6.41,4,Time Exit,HL:5.0,-310.08,-0.62
BHIA3,VWAP_Divergence,Buy,Sell,2024-02-01,2024-02-05,7.89,6.91,3,Take Profit,Div:-20.4%,6210.39,12.42
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-02-05,2024-02-06,123.86,126.88,1,Daily Cash MtM,Beta,10087.34,2.4382
B3SA3,OU_MR,Buy,Sell,2024-01-24,2024-02-07,12.84,12.4,11,Time Exit,HL:11.2,1713.4,3.43
CPLE3,OU_MR,Buy,Sell,2024-02-01,2024-02-07,8.07,8.23,5,Time Exit,HL:5.9,-991.33,-1.98
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-02-06,2024-02-07,126.88,126.17,1,Daily Cash MtM,Beta,-692.78,-0.5596
LAVV3,Vol_Climax,Sell,Buy,2024-02-02,2024-02-08,5.76,5.77,5,Time Exit,Vz:2.5,86.81,0.17
AZZA3,Vol_Climax,Sell,Buy,2024-02-02,2024-02-08,55.61,51.79,5,Time Exit,Vz:3.9,-3434.63,-6.87
EZTC3,OU_MR,Buy,Sell,2024-02-01,2024-02-08,10.44,10.13,6,Time Exit,HL:6.3,1484.67,2.97
ARML3,OU_MR,Buy,Sell,2024-01-26,2024-02-08,12.2,11.6,10,Time Exit,HL:10.9,2459.02,4.92
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-02-07,2024-02-08,126.17,124.51,1,Daily Cash MtM,Beta,-2944.91,-1.3157
ESPA3,Keltner_Squeeze,Sell,Buy,2024-02-01,2024-02-08,1.03,0.93,6,Stop Loss,SqueezeBrk_Dn,-4854.37,-9.71
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-02-08,2024-02-09,124.51,124.13,1,Daily Cash MtM,Beta,-1118.95,-0.3052
COGN3,VWAP_Divergence,Buy,Sell,2024-02-05,2024-02-09,2.26,2.05,5,Time Exit,Div:-8.2%,4646.02,9.29
KLBN11,OU_MR,Buy,Sell,2024-02-05,2024-02-09,16.21,16.51,5,Time Exit,HL:5.8,-925.35,-1.85
MDNE3,OU_MR,Buy,Sell,2024-02-06,2024-02-09,8.36,8.72,4,Time Exit,HL:4.6,-2153.11,-4.31
MTRE3,OU_MR,Buy,Sell,2024-02-06,2024-02-09,3.44,3.79,4,Stop Loss,HL:9.2,-5087.21,-10.17
LJQQ3,VWAP_Divergence,Buy,Sell,2024-02-06,2024-02-14,4.45,4.36,5,Time Exit,Div:-8.1%,1011.24,2.02
CBAV3,VWAP_Divergence,Buy,Sell,2024-02-06,2024-02-14,3.85,3.64,5,Time Exit,Div:-10.0%,2727.27,5.45
ANIM3,OU_MR,Buy,Sell,2024-02-06,2024-02-14,3.6,3.52,5,Time Exit,HL:6.0,1111.11,2.22
ISAE4,OU_MR,Buy,Sell,2024-02-01,2024-02-14,22.26,23.03,8,Time Exit,HL:8.5,-1729.56,-3.46
JHSF3,OU_MR,Buy,Sell,2024-02-01,2024-02-14,3.96,3.58,8,Time Exit,HL:8.7,4797.98,9.6
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-02-09,2024-02-14,124.13,123.23,1,Daily Cash MtM,Beta,-2262.05,-0.725
AURE3,OU_MR,Buy,Sell,2024-02-05,2024-02-14,12.4,12.42,6,Time Exit,HL:6.2,-80.65,-0.16
GFSA3,OU_MR,Buy,Sell,2024-02-09,2024-02-15,102.15,112.42,3,Stop Loss,HL:12.0,-5026.92,-10.05
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-02-14,2024-02-15,123.23,124.06,1,Daily Cash MtM,Beta,2812.44,0.6735
CEAB3,OU_MR,Sell,Buy,2024-02-09,2024-02-15,7.46,7.31,3,Time Exit,HL:3.5,-1005.36,-2.01
AXIA3,OU_MR,Sell,Buy,2024-02-15,2024-02-16,38.07,37.39,2,Time Exit,HL:2.0,-893.09,-1.79
HBSA3,OU_MR,Buy,Sell,2024-02-15,2024-02-16,3.58,3.59,2,Time Exit,HL:2.6,-139.66,-0.28
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-02-15,2024-02-16,124.06,124.88,1,Daily Cash MtM,Beta,1416.76,0.661
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-02-16,2024-02-19,124.88,125.14,1,Daily Cash MtM,Beta,447.07,0.2082
BMGB4,VWAP_Divergence,Sell,Buy,2024-02-09,2024-02-19,3.27,3.13,5,Time Exit,Div:11.3%,-2140.67,-4.28
BHIA3,VWAP_Divergence,Buy,Sell,2024-02-14,2024-02-19,7.7,8.47,4,Stop Loss,Div:-9.5%,-5000.0,-10.0
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-02-19,2024-02-20,125.14,126.19,1,Daily Cash MtM,Beta,1745.55,0.8391
KEPL3,OU_MR,Buy,Sell,2024-02-01,2024-02-20,7.85,7.91,12,Time Exit,HL:12.3,-382.17,-0.76
ABCB4,OU_MR,Sell,Buy,2024-02-05,2024-02-20,20.12,20.68,10,Time Exit,HL:10.7,1391.65,2.78
BBSE3,Vol_Climax,Buy,Sell,2024-02-14,2024-02-20,26.15,26.42,5,Time Exit,Vz:2.6,-516.25,-1.03
ALPA4,Vol_Climax,Sell,Buy,2024-02-15,2024-02-21,7.52,8.24,5,Time Exit,Vz:2.8,4787.23,9.57
JHSF3,VWAP_Divergence,Buy,Sell,2024-02-15,2024-02-21,3.59,3.63,5,Time Exit,Div:-8.1%,-557.1,-1.11
GRND3,OU_MR,Buy,Sell,2024-02-14,2024-02-21,4.28,4.33,6,Time Exit,HL:6.9,-584.11,-1.17
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-02-20,2024-02-21,126.19,126.18,1,Daily Cash MtM,Beta,-20.63,-0.0079
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-02-21,2024-02-22,126.18,126.3,1,Daily Cash MtM,Beta,250.98,0.0951
BBDC4,OU_MR,Sell,Buy,2024-02-08,2024-02-22,11.45,11.53,9,Time Exit,HL:10.0,349.34,0.7
ESPA3,Keltner_Squeeze,Sell,Buy,2024-02-14,2024-02-22,0.93,0.97,7,Time Exit,SqueezeBrk_Dn,2150.54,4.3
CBAV3,VWAP_Divergence,Buy,Sell,2024-02-16,2024-02-22,3.79,4.17,5,Stop Loss,Div:-8.7%,-5013.19,-10.03
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-02-22,2024-02-23,126.3,125.61,1,Daily Cash MtM,Beta,-1429.38,-0.5463
CPLE3,OU_MR,Sell,Buy,2024-02-19,2024-02-23,8.25,8.27,5,Time Exit,HL:5.5,121.21,0.24
AXIA3,OU_MR,Sell,Buy,2024-02-22,2024-02-23,38.55,37.96,2,Time Exit,HL:2.8,-765.24,-1.53
AXIA6,OU_MR,Sell,Buy,2024-02-22,2024-02-26,32.29,31.89,3,Time Exit,HL:3.2,-619.39,-1.24
JALL3,OU_MR,Buy,Sell,2024-02-15,2024-02-26,7.2,7.36,8,Time Exit,HL:8.0,-1111.11,-2.22
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-02-23,2024-02-26,125.61,125.77,1,Daily Cash MtM,Beta,266.93,0.1274
GMAT3,OU_MR,Sell,Buy,2024-02-15,2024-02-26,6.98,7.6,8,Time Exit,HL:8.7,4441.26,8.88
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-02-26,2024-02-27,125.77,127.84,1,Daily Cash MtM,Beta,4321.07,1.6459
DASA3,OU_MR,Buy,Sell,2024-02-06,2024-02-27,7.44,7.32,14,Time Exit,HL:14.7,806.45,1.61
BBDC3,OU_MR,Sell,Buy,2024-02-08,2024-02-27,10.38,10.25,12,Time Exit,HL:12.7,-626.2,-1.25
CURY3,OU_MR,Sell,Buy,2024-02-09,2024-02-27,14.89,15.09,11,Time Exit,HL:11.2,671.59,1.34
BRKM5,OU_MR,Sell,Buy,2024-02-20,2024-02-27,18.94,21.3,6,Take Profit,HL:7.9,6230.2,12.46
ALPA4,OU_MR,Sell,Buy,2024-02-22,2024-02-27,8.24,8.71,4,Time Exit,HL:4.6,2851.94,5.7
PCAR3,OU_MR,Buy,Sell,2024-02-28,2024-02-28,3.66,4.03,1,Stop Loss,HL:2.5,-5054.64,-10.11
ANIM3,OU_MR,Sell,Buy,2024-02-26,2024-02-28,3.94,4.43,3,Take Profit,HL:3.5,6218.27,12.44
ASAI3,OU_MR,Sell,Buy,2024-02-23,2024-02-28,14.47,13.57,4,Time Exit,HL:4.4,-3109.88,-6.22
ALOS3,OU_MR,Buy,Sell,2024-02-16,2024-02-28,19.96,20.91,9,Time Exit,HL:9.4,-2379.76,-4.76
B3SA3,OU_MR,Buy,Sell,2024-02-19,2024-02-28,11.71,11.67,8,Time Exit,HL:8.3,170.79,0.34
